choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"Watching friends'
Snapchat stories",0,9,9,23,,,,,,,108.55896024696995,None,$0,2.961,0.04489749330969062,None,None,108.55896024696995,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Taking your friend 
on a cruise",0,10,10,6,,,,,,,111.57653215779283,None,$0.40,2.97,0.034570314091979526,None,None,111.57653215779283,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
Posting Instagram stories,0,11,11,33,,,,,,,114.61087449951447,None,$0,3.206,0.032862853942788206,None,None,114.61087449951447,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going to a parade 
with family",0,12,12,28,,,,,,,117.87859740703425,None,$0,2.657,0.031821894182940014,None,None,117.87859740703425,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going dancing with
a significant other",0,13,13,21,,,,,,,120.59597978666716,None,$0.20,2.686,0.03743069859046955,None,None,120.59597978666716,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Getting verified on 
Instagram",0,14,14,47,,,,,,,123.34678639829508,None,$0.20,2.742,0.030102304546744563,None,None,123.34678639829508,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Learning to drive 
with a family member",0,15,15,46,,,,,,,126.14733017302933,None,$0,2.718,0.03668551196460612,None,None,126.14733017302933,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Playing ping-pong
with friends",0,16,16,22,,,,,,,128.93165867468633,None,$0,2.958,0.03313499012438115,None,None,128.93165867468633,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Playing icebreakers
with classmates",0,17,17,19,,,,,,,131.94901163250324,None,$0,2.16,0.02616830394254066,None,None,131.94901163250324,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Getting likes on a 
Facebook status",0,18,18,45,,,,,,,134.16645590368717,None,$0,2.407,0.031017615139717236,None,None,134.16645590368717,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Taking a family member
 on a shopping trip",0,19,19,0,,,,,,,136.63385585554352,None,$1.00,3.587,0.03422073571709916,None,None,136.63385585554352,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Getting likes on an
Instagram picture",0,20,20,17,,,,,,,140.2865553531301,None,$0,2.08,0.03464620119484607,None,None,140.2865553531301,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Eating dinner at a
restaurant with friends ",0,21,21,14,,,,,,,142.4353102756868,None,$0.60,3.555,0.034760653899866156,None,None,142.4353102756868,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going to a flea market
with family",0,22,22,41,,,,,,,146.053191893021,None,$1.00,3.963,0.028028160333633423,None,None,146.053191893021,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going to a karaoke
bar with friends",0,23,23,43,,,,,,,150.07098959911673,None,$0.20,2.821,0.034810415949323215,None,None,150.07098959911673,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going to a music
festival with friends",0,24,24,30,,,,,,,152.95515102469653,None,$0.40,3.699,0.034765941119985655,None,None,152.95515102469653,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Baking cookies for
a neighbor",0,25,25,36,,,,,,,156.68931969688856,None,$0.20,3.669,0.013381946700974368,None,None,156.68931969688856,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Getting retweeted by 
a celebrity",0,26,26,29,,,,,,,160.4406484989595,None,$0,2.792,0.046195038594305515,None,None,160.4406484989595,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Getting a slice of 
pizza with a friend",0,27,27,10,,,,,,,163.29145131623955,None,$0.20,3.64,0.03074890009884257,None,None,163.29145131623955,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Buying flowers for 
a significant other",0,28,28,5,,,,,,,166.99252014275407,None,$0.80,3.57,0.03559230205428321,None,None,166.99252014275407,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Working on a group
project with classmates",0,29,29,42,,,,,,,170.62667830269493,None,$0,3.736,0.03792427586449776,None,None,170.62667830269493,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Celebrating holidays 
with family",0,30,30,37,,,,,,,174.43017856488586,None,$0.40,3.165,0.038836476334836334,None,None,174.43017856488586,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
Taking classes with a friend,0,31,31,25,,,,,,,177.66227869108843,None,$0,2.292,0.03046028024982661,None,None,177.66227869108843,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Making cookies to 
give to a friend",0,32,32,8,,,,,,,180.01289707778778,None,$0.20,3.659,0.03141229035099968,None,None,180.01289707778778,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Making a friendís 
favorite dinner",0,33,33,3,,,,,,,183.73046979724313,None,$0.40,3.472,0.028686263380222954,None,None,183.73046979724313,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going on a first date 
to the movies",0,34,34,20,,,,,,,187.2480435741454,None,$0.20,2.78,0.015057061522384174,None,None,187.2480435741454,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Talking over the phone
with a friend",0,35,35,32,,,,,,,190.0990858712612,None,$0,2.376,0.03823591065884102,None,None,190.0990858712612,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Talking to a friend 
over Skype",0,36,36,12,,,,,,,192.51626970033976,None,$0,2.058,0.016462528248666786,None,None,192.51626970033976,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Sleeping over at 
a friend's house",0,37,37,26,,,,,,,194.63345900323475,None,$0,2.443,0.033044796422473155,None,None,194.63345900323475,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going to a street fair
with friends",0,38,38,40,,,,,,,197.1344480238622,None,$0.40,5.27,0.03444497592863627,None,None,197.1344480238622,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going to a bar 
with friends",0,39,39,35,,,,,,,202.46928189016762,None,$0.80,2.887,0.03450531240378041,None,None,202.46928189016762,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
Having a Tweet go viral,0,40,40,15,,,,,,,205.41995246481383,None,$0,2.441,0.03029015625361353,None,None,205.41995246481383,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Playing volleyball
with friends",0,41,41,16,,,,,,,207.9205959502433,None,$0,2.03,0.03033276501810178,None,None,207.9205959502433,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going to a comedy show 
with a significant other",0,42,42,48,,,,,,,210.02146579077817,None,$0,3.261,0.04118928797834087,None,None,210.02146579077817,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Walking around Central 
Park with family",0,43,43,13,,,,,,,213.3390536876541,None,$0,2.52,0.03383974506868981,None,None,213.3390536876541,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going to an amusement 
park with a friend",0,44,44,27,,,,,,,215.92314905412786,None,$0.20,2.539,0.03217862582823727,None,None,215.92314905412786,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Planning a surprise 
party for a family member",0,45,45,4,,,,,,,218.52588839245436,None,$0.60,2.914,0.03759055914997589,None,None,218.52588839245436,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going to a coffee 
shop with friends",0,46,46,9,,,,,,,221.50780517663225,None,$0.40,2.42,0.03732619827496819,None,None,221.50780517663225,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Going on a weekend
getaway with family",0,47,47,18,,,,,,,223.9918551974406,None,$0.80,4.792,0.029814928740961477,None,None,223.9918551974406,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Getting tagged in 
Instagram pictures",0,48,48,11,,,,,,,228.84322499099653,None,$0,2.47,0.03466828311502468,None,None,228.84322499099653,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
"Taking an art class 
with friends",0,49,49,38,,,,,,,231.39399036233954,None,$0.20,2.813,0.039789108457625844,None,None,231.39399036233954,None,,,,,,,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
,,,,,,,,,,,,,,,,,,,,234.2117353206704,235.2121471015853,space,3.9380086225282867,234.2117353206704,None,000,001,2019_Nov_20_0932,choiceText,3.1.2,59.983508417822165,
