choices,Type,typeCode,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"Planting flowers 
in a garden",nonsocial,0,0,95,95,67,,,,,,,,,,,,,,,,,,,,,,,,,374.1661377863202,None,$.05,2.358,0.01496540117659606,None,None,374.1661377863202,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Getting a lot of comments on your Instagram post,social Media,2,0,96,96,41,,,,,,,,,,,,,,,,,,,,,,,,,376.5667697057943,None,$.05,1.762,0.02119098071125336,None,None,376.5667697057943,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Watching YouTube
videos",nonsocial,0,0,97,97,81,,,,,,,,,,,,,,,,,,,,,,,,,378.384104602912,None,$.05,0.861,0.014765418804017827,None,None,378.384104602912,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going on vacation 
by yourself",nonsocial,0,0,98,98,94,,,,,,,,,,,,,,,,,,,,,,,,,379.2699019028805,None,$0,2.21,0.014020227768924087,None,None,379.2699019028805,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Getting likes on a 
Facebook status",social Media,2,0,99,99,45,,,,,,,,,,,,,,,,,,,,,,,,,381.53485556325177,None,$0,2.189,0.01661284558940679,None,None,381.53485556325177,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Viedochatting your friend over Snapchat,social Media,2,0,100,100,7,,,,,,,,,,,,,,,,,,,,,,,,,383.76895812901785,None,$0,3.006,0.0214460126881022,None,None,383.76895812901785,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Buying coffee on 
the way to work",nonsocial,0,0,101,101,63,,,,,,,,,,,,,,,,,,,,,,,,,386.83645514250384,None,$.03,2.396,0.02539341017836705,None,None,386.83645514250384,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Doing your laundry,nonsocial,0,0,102,102,105,,,,,,,,,,,,,,,,,,,,,,,,,389.27037620014744,None,$.04,1.847,0.012574631866300479,None,None,389.27037620014744,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Watching the news,nonsocial,0,0,103,103,104,,,,,,,,,,,,,,,,,,,,,,,,,391.1542772440007,None,$.01,1.746,0.012478217337047681,None,None,391.1542772440007,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Going to a coffee shop with friends,social,1,0,104,104,58,,,,,,,,,,,,,,,,,,,,,,,,,392.9549134554982,None,$.05,1.856,0.01577092902152799,None,None,392.9549134554982,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going to an amusement 
park with a friend",social,1,0,105,105,27,,,,,,,,,,,,,,,,,,,,,,,,,394.8555701006553,None,$.05,1.475,0.0181078928289935,None,None,394.8555701006553,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Getting a slice of 
pizza with a friend",social,1,0,106,106,10,,,,,,,,,,,,,,,,,,,,,,,,,396.3726157230849,None,$.05,1.246,0.02090267016319558,None,None,396.3726157230849,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going to a karaoke
bar with friends",social,1,0,107,107,43,,,,,,,,,,,,,,,,,,,,,,,,,397.6730832091416,None,$.05,1.358,0.015181867347564548,None,None,397.6730832091416,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
"Going to a museum 
alone",nonsocial,0,0,108,108,96,,,,,,,,,,,,,,,,,,,,,,,,,399.0567054284038,None,$.02,2.229,0.013042086793575436,None,None,399.0567054284038,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
Writing journal entries,nonsocial,0,0,109,109,107,,,,,,,,,,,,,,,,,,,,,,,,,401.3407065567735,None,$.03,1.876,0.013776392297586426,None,None,401.3407065567735,None,,,,,,,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.22470059400075,404.2248007406888,space,2.410639125679154,403.22470059400075,None,015,001,2020_Feb_07_0951,choiceText,3.1.2,60.050258488804005,
