choices,Type,typeCode,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Going out to dinner with friends,social,1,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,151.96802730990248,None,$.05,2.692,0.014530779001233896,None,None,151.96802730990248,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to an amusement 
park with a friend",social,1,0,7,7,27,,,,,,,,,,,,,,,,,,,,,,,,,154.70212867203873,None,$.05,2.219,0.01756196419319167,None,None,154.70212867203873,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Driving to school
by yourself",nonsocial,0,0,8,8,88,,,,,,,,,,,,,,,,,,,,,,,,,156.9694617266996,None,$.05,2.256,0.016871192357484688,None,None,156.9694617266996,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Having a celebrity comment on your Facebook post,social Media,2,0,9,9,57,,,,,,,,,,,,,,,,,,,,,,,,,159.27016363299344,None,$.02,3.631,0.020149637166014145,None,None,159.27016363299344,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Taking a nap,nonsocial,0,0,10,10,74,,,,,,,,,,,,,,,,,,,,,,,,,162.93819100509972,None,$.05,3.522,0.009397420537879952,None,None,162.93819100509972,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Putting together 
a puzzle",nonsocial,0,0,11,11,60,,,,,,,,,,,,,,,,,,,,,,,,,166.5058393702002,None,$.02,3.523,0.018383985787750134,None,None,166.5058393702002,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Direct messaging your crush on Snapchat,social Media,2,0,12,12,54,,,,,,,,,,,,,,,,,,,,,,,,,170.07353967537165,None,$0,5.054,0.01882469884094462,None,None,170.07353967537165,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting a slice of 
pizza with a friend",social,1,0,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,175.17501688829861,None,$.03,2.522,0.01676420203239104,None,None,175.17501688829861,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going grocery shopping 
alone",nonsocial,0,0,14,14,89,,,,,,,,,,,,,,,,,,,,,,,,,177.72580432464883,None,$.02,3.931,0.012433271005193092,None,None,177.72580432464883,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Taking a road trip 
by yourself",nonsocial,0,0,15,15,75,,,,,,,,,,,,,,,,,,,,,,,,,181.71035728548168,None,$.02,4.907,0.015233680554501916,None,None,181.71035728548168,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Teaching yourself a 
different language",nonsocial,0,0,16,16,66,,,,,,,,,,,,,,,,,,,,,,,,,186.6618651648214,None,$0,3.621,0.017599286399672565,None,None,186.6618651648214,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting a slice of pizza 
by yourself",nonsocial,0,0,17,17,72,,,,,,,,,,,,,,,,,,,,,,,,,190.32965087564116,None,$.02,2.905,0.017373798069456825,None,None,190.32965087564116,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Taking an online
class",nonsocial,0,0,18,18,86,,,,,,,,,,,,,,,,,,,,,,,,,193.26402568514277,None,$.01,2.849,0.011828651262476342,None,None,193.26402568514277,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Playing with a pet,nonsocial,0,0,19,19,87,,,,,,,,,,,,,,,,,,,,,,,,,196.14811348687726,None,$.03,2.952,0.011743121206563956,None,None,196.14811348687726,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to a comedy show 
with a significant other",social,1,0,20,20,56,,,,,,,,,,,,,,,,,,,,,,,,,199.16568104940097,None,$.05,2.704,0.0294935625411199,None,None,199.16568104940097,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Playing volleyball
with friends",social,1,0,21,21,16,,,,,,,,,,,,,,,,,,,,,,,,,201.91636840003457,None,$.05,2.175,0.014408548775463714,None,None,201.91636840003457,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting likes on an
Instagram picture",social Media,2,0,22,22,17,,,,,,,,,,,,,,,,,,,,,,,,,204.1338862618204,None,$.02,2.706,0.017438800912259467,None,None,204.1338862618204,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Buying clothes 
for yourself",nonsocial,0,0,23,23,85,,,,,,,,,,,,,,,,,,,,,,,,,206.88463861529635,None,$.03,3.067,0.02170286298633073,None,None,206.88463861529635,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Viewing videos and photos on Instagram's Explore page,social Media,2,0,24,24,39,,,,,,,,,,,,,,,,,,,,,,,,,210.0035698690367,None,$.04,4.461,0.023115508496175607,None,None,210.0035698690367,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Taking an art class 
with friends",social,1,0,25,25,38,,,,,,,,,,,,,,,,,,,,,,,,,214.52027902081454,None,$.04,3.491,0.015186716777861875,None,None,214.52027902081454,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Writing journal entries,nonsocial,0,0,26,26,107,,,,,,,,,,,,,,,,,,,,,,,,,218.03878119358933,None,$.02,3.763,0.0140132444066694,None,None,218.03878119358933,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going on a hike 
by yourself",nonsocial,0,0,27,27,108,,,,,,,,,,,,,,,,,,,,,,,,,221.85585293060194,None,$.01,2.991,0.016000962912585237,None,None,221.85585293060194,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting breakfast
by yourself",nonsocial,0,0,28,28,84,,,,,,,,,,,,,,,,,,,,,,,,,224.89008921251389,None,$.03,3.008,0.015318588573791203,None,None,224.89008921251389,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Direct messaging friends on Instagrams,social Media,2,0,29,29,28,,,,,,,,,,,,,,,,,,,,,,,,,227.94110182617578,None,$.03,7.024,0.016581323221544153,None,None,227.94110182617578,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Listening to a podcast,nonsocial,0,0,30,30,102,,,,,,,,,,,,,,,,,,,,,,,,,234.9930698883195,None,$0,2.896,0.012569808076932532,None,None,234.9930698883195,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Posting Instagram stories,social Media,2,0,31,31,33,,,,,,,,,,,,,,,,,,,,,,,,,237.92755790851334,None,$0,2.978,0.012983151511889446,None,None,237.92755790851334,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting likes on a 
Facebook status",social Media,2,0,32,32,45,,,,,,,,,,,,,,,,,,,,,,,,,240.96161535485362,None,$0,2.873,0.016032064751470898,None,None,240.96161535485362,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Becoming "InstaFamous",social Media,2,0,33,33,36,,,,,,,,,,,,,,,,,,,,,,,,,243.87918210872976,None,$.04,4.992,0.017418584717233898,None,None,243.87918210872976,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Rearranging furniture 
in your house",nonsocial,0,0,34,34,100,,,,,,,,,,,,,,,,,,,,,,,,,248.91409454461336,None,$.03,5.202,0.02139588783893487,None,None,248.91409454461336,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Studying for a test alone,nonsocial,0,0,35,35,99,,,,,,,,,,,,,,,,,,,,,,,,,254.14914762301123,None,$.02,4.881,0.012382886026898632,None,None,254.14914762301123,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting tagged in 
Instagram pictures",social Media,2,0,36,36,11,,,,,,,,,,,,,,,,,,,,,,,,,259.08394759464636,None,$.03,2.672,0.016338417861788912,None,None,259.08394759464636,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Playing ping-pong
with friends",social,1,0,37,37,22,,,,,,,,,,,,,,,,,,,,,,,,,261.8013027938159,None,$0,3.526,0.0157729864358771,None,None,261.8013027938159,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going for a walk 
in the park",nonsocial,0,0,38,38,64,,,,,,,,,,,,,,,,,,,,,,,,,265.3527066686074,None,$.04,3.046,0.01347051732318505,None,None,265.3527066686074,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Watching a football 
game from home",nonsocial,0,0,39,39,62,,,,,,,,,,,,,,,,,,,,,,,,,268.45330401052024,None,$.01,3.018,0.018736680637630343,None,None,268.45330401052024,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Snapchatting your friends,social Media,2,0,40,40,2,,,,,,,,,,,,,,,,,,,,,,,,,271.5046898462451,None,$.03,3.044,0.013243784919723112,None,None,271.5046898462451,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Getting a lot of comments on your Instagram post,social Media,2,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,274.6052517320618,None,$.04,2.332,0.019550926772808452,None,None,274.6052517320618,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Doing your laundry,nonsocial,0,0,42,42,105,,,,,,,,,,,,,,,,,,,,,,,,,276.97252494678514,None,$.01,2.898,0.011838914869258588,None,None,276.97252494678514,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Trying out a new 
recipe at home",nonsocial,0,0,43,43,68,,,,,,,,,,,,,,,,,,,,,,,,,279.92361948268945,None,$.05,3.239,0.015418736493757024,None,None,279.92361948268945,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Watching Netflix at home 
by yourself",nonsocial,0,0,44,44,76,,,,,,,,,,,,,,,,,,,,,,,,,283.20773508946786,None,$.05,3.265,0.02072968645597939,None,None,283.20773508946786,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Going to the zoo with friends,social,1,0,45,45,52,,,,,,,,,,,,,,,,,,,,,,,,,286.5255212357133,None,$.03,2.659,0.014045279300717084,None,None,286.5255212357133,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to a street fair
with friends",social,1,0,46,46,40,,,,,,,,,,,,,,,,,,,,,,,,,289.226207404477,None,$.05,3.458,0.015496491090743802,None,None,289.226207404477,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Looking at your friend's Snapchat stories,social Media,2,0,47,47,4,,,,,,,,,,,,,,,,,,,,,,,,,292.7440411987395,None,$.02,3.773,0.03347895214164964,None,None,292.7440411987395,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting drinks 
with co-workers",social,1,0,48,48,44,,,,,,,,,,,,,,,,,,,,,,,,,296.5617977982388,None,$.05,3.237,0.016832626077757595,None,None,296.5617977982388,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Getting 1 million subscribers on Youtube,social Media,2,0,49,49,23,,,,,,,,,,,,,,,,,,,,,,,,,299.8462878711539,None,$.05,2.802,0.01872952721441834,None,None,299.8462878711539,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Listening to music
by yourself",nonsocial,0,0,50,50,109,,,,,,,,,,,,,,,,,,,,,,,,,302.6969688770123,None,$.05,2.146,0.015565537172733457,None,None,302.6969688770123,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to the beach 
alone",nonsocial,0,0,51,51,80,,,,,,,,,,,,,,,,,,,,,,,,,304.8810522622857,None,$.04,2.874,0.016190684128105204,None,None,304.8810522622857,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Looking through old 
photo albums",nonsocial,0,0,52,52,106,,,,,,,,,,,,,,,,,,,,,,,,,307.7986152839412,None,$.05,2.07,0.01674927315025343,None,None,307.7986152839412,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Playing a videogame 
at home",nonsocial,0,0,53,53,98,,,,,,,,,,,,,,,,,,,,,,,,,309.90041751108174,None,$.01,2.88,0.013788689132525178,None,None,309.90041751108174,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Taking your friend 
on a cruise",social,1,0,54,54,6,,,,,,,,,,,,,,,,,,,,,,,,,312.83339304886385,None,$.04,5.637,0.023292477957966184,None,None,312.83339304886385,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Trying to solve a 
Rubik’s cube",nonsocial,0,0,55,55,73,,,,,,,,,,,,,,,,,,,,,,,,,318.52030576839616,None,$0,2.694,0.02590503240162434,None,None,318.52030576839616,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to the movies 
by yourself",nonsocial,0,0,56,56,77,,,,,,,,,,,,,,,,,,,,,,,,,321.2694535780179,None,$0,2.41,0.0153823473428929,None,None,321.2694535780179,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to a music
festival with friends",social,1,0,57,57,30,,,,,,,,,,,,,,,,,,,,,,,,,323.720007252949,None,$.04,2.638,0.016802768312118133,None,None,323.720007252949,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Reading a book,nonsocial,0,0,58,58,92,,,,,,,,,,,,,,,,,,,,,,,,,326.38758893570775,None,$0,2.317,0.01020171408481474,None,None,326.38758893570775,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Watching a new 
episode of a television 
show",nonsocial,0,0,59,59,97,,,,,,,,,,,,,,,,,,,,,,,,,328.7550101951829,None,$.02,3.568,0.018263310653765075,None,None,328.7550101951829,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Putting gas in a car,nonsocial,0,0,60,60,90,,,,,,,,,,,,,,,,,,,,,,,,,332.3559154452978,None,$0,3.615,0.011067589271533507,None,None,332.3559154452978,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Uploading photos on social media,social Media,2,0,61,61,5,,,,,,,,,,,,,,,,,,,,,,,,,336.0237652259052,None,$.01,3.389,0.01703945330427814,None,None,336.0237652259052,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting verified on 
Instagram",social Media,2,0,62,62,47,,,,,,,,,,,,,,,,,,,,,,,,,339.44394733339095,None,$.05,3.093,0.014082912525282154,None,None,339.44394733339095,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Viedochatting your friend over Snapchat,social Media,2,0,63,63,7,,,,,,,,,,,,,,,,,,,,,,,,,342.59244275084575,None,$.03,6.221,0.0176325653665117,None,None,342.59244275084575,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Celebrating holidays 
with family",social,1,0,64,64,37,,,,,,,,,,,,,,,,,,,,,,,,,348.86108457087585,None,$.02,3.585,0.01840171383582856,None,None,348.86108457087585,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Practicing photography,nonsocial,0,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,,,352.47910733990966,None,$.05,2.312,0.012951427636835433,None,None,352.47910733990966,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to a bar 
with friends",social,1,0,66,66,35,,,,,,,,,,,,,,,,,,,,,,,,,354.82998708651667,None,$.05,2.044,0.013831920687607635,None,None,354.82998708651667,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Painting your bedroom
a new color",nonsocial,0,0,67,67,101,,,,,,,,,,,,,,,,,,,,,,,,,356.9302777643006,None,$.05,2.457,0.01581372984446716,None,None,356.9302777643006,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Make comments on your friend's Instagram post,social media,2,0,68,68,50,,,,,,,,,,,,,,,,,,,,,,,,,359.43101798805947,None,$.02,5.434,0.019124209546589555,None,None,359.43101798805947,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Talking to a friend 
over Skype",social Media,2,0,69,69,12,,,,,,,,,,,,,,,,,,,,,,,,,364.91596718631627,None,$.04,4.659,0.013987429880671698,None,None,364.91596718631627,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Practicing an
 instrument",nonsocial,0,0,70,70,61,,,,,,,,,,,,,,,,,,,,,,,,,369.6174137950343,None,$.01,3.793,0.01395663906032496,None,None,369.6174137950343,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Exercising from home,nonsocial,0,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,,,373.43560177703466,None,$.03,3.228,0.012895444327114092,None,None,373.43560177703466,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going for a bicycle
ride alone",nonsocial,0,0,72,72,95,,,,,,,,,,,,,,,,,,,,,,,,,376.7044777939095,None,$.03,2.827,0.013667080943378096,None,None,376.7044777939095,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Planting flowers 
in a garden",nonsocial,0,0,73,73,67,,,,,,,,,,,,,,,,,,,,,,,,,379.57186764052767,None,$.02,2.911,0.013884793813303986,None,None,379.57186764052767,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Watching videos on Youtube,nonsocial,0,0,74,74,14,,,,,,,,,,,,,,,,,,,,,,,,,382.52258273400093,None,$.04,2.211,0.013537075257772813,None,None,382.52258273400093,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Going on a blind date,social,1,0,75,75,34,,,,,,,,,,,,,,,,,,,,,,,,,384.7718138965506,None,$.03,4.964,0.012943652177000331,None,None,384.7718138965506,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting ice cream
with friends",social,1,0,76,76,49,,,,,,,,,,,,,,,,,,,,,,,,,389.79004766045773,None,$.05,2.125,0.014572144446901802,None,None,389.79004766045773,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Working on a group
project with classmates",social,1,0,77,77,42,,,,,,,,,,,,,,,,,,,,,,,,,391.9573145926097,None,$.02,3.318,0.018488798983526067,None,None,391.9573145926097,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Playing icebreakers
with classmates",social,1,0,78,78,19,,,,,,,,,,,,,,,,,,,,,,,,,395.3252518315876,None,$0,2.587,0.017571916781434993,None,None,395.3252518315876,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Taking a family member
 on a shopping trip",social,1,0,79,79,0,,,,,,,,,,,,,,,,,,,,,,,,,397.9591558214556,None,$.02,7.591,0.016857196530054352,None,None,397.9591558214556,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going sight-seeing
with family",social ,1,0,80,80,24,,,,,,,,,,,,,,,,,,,,,,,,,405.59486029676145,None,$.02,2.508,0.0152134643590216,None,None,405.59486029676145,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going on a first date 
to the movies",social,1,0,81,81,20,,,,,,,,,,,,,,,,,,,,,,,,,408.14579173462425,None,$.03,2.391,0.015062931459851825,None,None,408.14579173462425,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Watching the news,nonsocial,0,0,82,82,104,,,,,,,,,,,,,,,,,,,,,,,,,410.56301512420214,None,$0,4.466,0.011600674785768206,None,None,410.56301512420214,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to a museum 
alone",nonsocial,0,0,83,83,96,,,,,,,,,,,,,,,,,,,,,,,,,415.0644526511833,None,$0,4.016,0.01223204210964468,None,None,415.0644526511833,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Taking your friend 
to the spa",social,1,0,84,84,1,,,,,,,,,,,,,,,,,,,,,,,,,419.1323423665517,None,$.05,2.369,0.01941283460928389,None,None,419.1323423665517,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going on vacation 
by yourself",nonsocial,0,0,85,85,94,,,,,,,,,,,,,,,,,,,,,,,,,421.54978782325725,None,$.01,7.86,0.014533889185258886,None,None,421.54978782325725,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Calling a family member over Skype,social Media,2,0,86,86,32,,,,,,,,,,,,,,,,,,,,,,,,,429.4521255618547,None,$0,4.59,0.017127160489053495,None,None,429.4521255618547,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Getting retweeted by 
a celebrity",social Media,2,0,87,87,29,,,,,,,,,,,,,,,,,,,,,,,,,434.08680771972513,None,$.05,4.706,0.016599362287706754,None,None,434.08680771972513,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Shopping online,nonsocial,0,0,88,88,69,,,,,,,,,,,,,,,,,,,,,,,,,438.82176593751547,None,$.05,3.303,0.009238490142251976,None,None,438.82176593751547,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Snapchat your friends to keep your "Snapstreaks",social Media,2,0,89,89,51,,,,,,,,,,,,,,,,,,,,,,,,,442.17266807744636,None,$0,4.331,0.02032256338861771,None,None,442.17266807744636,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Playing videogames 
with friends",social,1,0,90,90,31,,,,,,,,,,,,,,,,,,,,,,,,,446.5572777680327,None,$.02,5.091,0.015887130183728004,None,None,446.5572777680327,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to a karaoke
bar with friends",social,1,0,91,91,43,,,,,,,,,,,,,,,,,,,,,,,,,451.69220905163047,None,$0,2.593,0.015625563720732316,None,None,451.69220905163047,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Taking classes with a friend,social,1,0,92,92,25,,,,,,,,,,,,,,,,,,,,,,,,,454.3261584501829,None,$.05,1.947,0.02323493955645972,None,None,454.3261584501829,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Having a Tweet go viral,social Media,2,0,93,93,15,,,,,,,,,,,,,,,,,,,,,,,,,456.31011581080656,None,$.01,3.298,0.011863174303471169,None,None,456.31011581080656,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Running a marathon,nonsocial,0,0,94,94,93,,,,,,,,,,,,,,,,,,,,,,,,,459.6447831019982,None,$0,3.349,0.011258554560754419,None,None,459.6447831019982,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
