choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"Getting retweeted by 
a celebrity",0,100,100,29,,,,,,,,,,,,,,,,,,,,,,,,,338.373278245911,None,$0,1.659,0.026350647989602294,None,None,338.373278245911,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Getting a lot of comments on your Instagram post,0,101,101,41,,,,,,,,,,,,,,,,,,,,,,,,,340.0907206991178,None,$0,1.833,0.03708386245170914,None,None,340.0907206991178,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Putting together 
a puzzle",0,102,102,60,,,,,,,,,,,,,,,,,,,,,,,,,341.9912591637426,None,$0,1.612,0.02993170366380582,None,None,341.9912591637426,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Taking a nap,0,103,103,74,,,,,,,,,,,,,,,,,,,,,,,,,343.65819952582297,None,$.01,1.461,0.03442093048352035,None,None,343.65819952582297,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Watching a new 
episode of a television 
show",0,104,104,97,,,,,,,,,,,,,,,,,,,,,,,,,345.19220633648456,None,$0,3.047,0.040419525306333526,None,None,345.19220633648456,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Watching YouTube
videos",0,105,105,81,,,,,,,,,,,,,,,,,,,,,,,,,348.2930966863264,None,$0,1.104,0.030445815616985783,None,None,348.2930966863264,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
Calling a family member over Skype,0,106,106,32,,,,,,,,,,,,,,,,,,,,,,,,,349.459907198594,None,$0,1.827,0.030053933547151246,None,None,349.459907198594,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Trying to solve a 
Rubik’s cube",0,107,107,73,,,,,,,,,,,,,,,,,,,,,,,,,351.3449010077902,None,$0,1.531,0.038499614182455844,None,None,351.3449010077902,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Playing volleyball
with friends",0,108,108,16,,,,,,,,,,,,,,,,,,,,,,,,,352.92975949326546,None,$0,1.547,0.026393568406547274,None,None,352.92975949326546,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
"Going to a farmer's
market by yourself",0,109,109,83,,,,,,,,,,,,,,,,,,,,,,,,,354.54655698945,None,$0,1.946,0.039762034278282954,None,None,354.54655698945,None,,,,,,,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.51248159942634,357.5127493855075,space,17.327832677553033,356.51248159942634,None,003,001,2020_Jan_07_1238,choiceText,3.1.2,59.98662300952894,
