choices,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Studying for a test alone,0,100,100,99,,,,,,,,,,,,,,,,,,,,,,,,,276.22232993795524,None,$0,1.156,0.03313051881150386,None,None,276.22232993795524,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
"Going to the movies 
by yourself",0,101,101,77,,,,,,,,,,,,,,,,,,,,,,,,,277.43930944159,None,$.01,1.11,0.027497991604377603,None,None,277.43930944159,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
"Taking a road trip 
by yourself",0,102,102,75,,,,,,,,,,,,,,,,,,,,,,,,,278.6066278454605,None,$0,1.075,0.02857193508589262,None,None,278.6066278454605,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
"Taking an art class 
with friends",0,103,103,38,,,,,,,,,,,,,,,,,,,,,,,,,279.7402838905682,None,$0,1.841,0.030082547158599482,None,None,279.7402838905682,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
Viedochatting your friend over Snapchat,0,104,104,7,,,,,,,,,,,,,,,,,,,,,,,,,281.64084537048893,None,$0,1.289,0.03321418252289732,None,None,281.64084537048893,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
"Going dancing with
a significant other",0,105,105,21,,,,,,,,,,,,,,,,,,,,,,,,,282.99113973301655,None,$0,1.407,0.03403060350137821,None,None,282.99113973301655,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
Getting a haircut,0,106,106,91,,,,,,,,,,,,,,,,,,,,,,,,,284.44163678565883,None,$0,1.151,0.022080066483340488,None,None,284.44163678565883,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
"Watching Netflix at home 
by yourself",0,107,107,76,,,,,,,,,,,,,,,,,,,,,,,,,285.6587522039481,None,$0,1.909,0.029062098690246785,None,None,285.6587522039481,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
"Listening to music
by yourself",0,108,108,109,,,,,,,,,,,,,,,,,,,,,,,,,287.62571219123356,None,$0,2.223,0.03141805637096695,None,None,287.62571219123356,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
Running a marathon,0,109,109,93,,,,,,,,,,,,,,,,,,,,,,,,,289.8931122994054,None,$0,1.752,0.024917790295148734,None,None,289.8931122994054,None,,,,,,,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.66068237864965,292.66075018046786,space,2.9561023658170598,291.66068237864965,None,004,001,2020_Jan_07_1250,choiceText,3.1.2,60.1234724884898,
