Subject ,Age,Sex,ChoiceCondition,ExcCondition,leftprice,rightprice,response,resPrice,chosentype,rt,social over non ,nonsocial over social ,friends over fam,fam over s/o,s/o over friends,fam over friends,friends over s/o,s/o over fam,enjoy,ums avg,ums aff,ums int,person,thing,P-T,OPC sum,sns online support,sns online victim,sns in person victim,bis,bas drive,bas fun,bas reward responsiveness,iri sum,iri pt,iri fantasy, iri empathy,iri personal distress,rse,aq,mspss avg,mspss sig other,mspss fam,mspss friend,bad-good,sad-happy,tense-relaxed,accepted-rejected,,,"%socia, chosen total",%social chosen pre,%social chosen post,$pre social (SvNS & SvS),$Pre nonsocial,$post social(SvN & SvS),$post nonsocial,$pre total,$post total,$social total,$nonsocial total,Spre social (SvNS),$Post social (NvS),% Change Pre-Post,$Pre SvS,$Post SvS,$Social Total (SvNS)
exc6,19,0,0,1,0.03,0.02,1,0.03,0,1.484785273,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.01,1,0.05,0,2.453319205,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.01,1,0.02,0,1.301405822,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.01,1,0.05,1,1.117730283,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.04,0.01,2,0.01,1,1.467800712,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.03,0.03,1,0.03,1,2.601748281,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.04,0.03,2,0.03,0,1.25154878,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.04,2,0.04,1,1.168153062,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.04,0.01,2,0.01,1,1.418160759,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.01,0.05,1,0.01,1,2.368488461,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.03,2,0.03,1,1.734848332,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.01,0.03,2,0.03,0,1.48490066,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.02,2,0.02,0,1.884951293,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.01,0.04,2,0.04,0,2.101337274,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.04,0.01,2,0.01,0,1.268212684,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.01,0.05,1,0.01,0,1.051483341,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.04,0.02,2,0.02,1,1.101499313,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.01,0.03,1,0.01,1,1.201399695,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.02,2,0.02,1,0.984358405,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.03,0.01,2,0.01,0,0.800867921,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.01,2,0.01,0,1.185038097,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.03,0.05,1,0.03,1,1.067666727,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.04,0.05,2,0.05,1,2.018415232,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.05,1,0.02,1,2.218472895,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.03,1,0.02,1,2.084965103,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.04,0.04,1,0.04,1,1.835018986,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.01,0.05,1,0.01,0,0.901454713,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.04,1,0.02,1,1.334912153,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.03,2,0.03,0,1.317773638,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.03,2,0.03,0,1.28419733,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.03,0.03,1,0.03,1,2.068317682,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.01,0.02,1,0.01,0,1.568211161,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.03,0.04,2,0.04,1,2.385046931,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.01,0.04,2,0.04,1,1.751896962,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.02,1,0.02,0,2.535255327,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.02,2,0.02,1,2.218023788,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.02,1,0.05,1,2.435242979,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.03,0.01,1,0.03,1,3.568921519,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.03,0.02,2,0.02,0,2.60194391,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.03,1,0.02,0,2.285221504,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.05,0.01,2,0.01,1,1.30171155,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.01,2,0.01,1,1.98510111,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.03,0.05,1,0.03,0,1.484333989,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.05,1,0.02,1,1.68455618,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.01,0.02,1,0.01,1,1.584815037,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.02,0.05,1,0.02,0,1.367391198,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,0,1,0.04,0.03,2,0.03,0,2.401901798,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.02,0.05,1,0.02,1,1.918422479,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.03,0.01,2,0.01,1,1.451614529,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.04,0.01,2,0.01,1,1.251384563,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.05,0.01,1,0.05,1,2.184947903,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.04,0.03,2,0.03,1,0.951164023,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.03,0.02,2,0.02,1,1.051618012,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.02,0.01,1,0.02,1,1.368244315,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.01,0.03,1,0.01,1,2.852044601,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.03,0.04,1,0.03,1,1.70169407,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.02,0.05,1,0.02,1,1.334895046,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.05,0.01,2,0.01,1,0.901264682,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.02,0.03,1,0.02,1,2.351888627,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.05,0.02,2,0.02,1,2.001743554,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.05,0.02,2,0.02,1,0.967977525,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.01,0.04,1,0.01,1,1.284773641,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.02,0.02,1,0.02,1,0.783784146,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.02,0.04,1,0.02,1,1.001510913,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.03,0.05,1,0.03,1,1.101211934,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.03,0.03,1,0.03,1,1.184395851,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.01,0.05,1,0.01,1,1.884795163,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.01,0.05,1,0.01,1,1.151683543,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.01,0.01,1,0.01,1,2.084508532,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.04,0.02,2,0.02,1,1.501575449,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.05,0.03,1,0.05,1,1.835074347,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
exc6,19,0,1,1,0.01,0.02,2,0.02,1,1.701699046,6,5,7,2,4,2,5,6,7,1.42,1.78,1.1,28,15,13,49,27,9,19,16,10,9,6,44,11,9,11,14,24,22,5,7,1,7,6,6,3,7,,,0.6,0.64,0.56,1.38,0.44,1.25,0.49,1.82,1.74,2.63,0.93,0.81,0.73,0.08,0.57,0.52,1.54
